employee_id,first_name,last_name,email,country,city,job_title,department,currency,annual_salary_local,annual_salary_usd,hire_date,years_of_service,performance,remote_status
USA0185,USAEmp185,Last185,usa185@company.com,United States,New York,Engineering Manager,Sales,USD,175720,175720.0,2016-10-04,9.3,Satisfactory,Hybrid
USA0186,USAEmp186,Last186,usa186@company.com,United States,San Francisco,Sales Manager,Marketing,USD,92198,92198.0,2017-01-19,9.0,Outstanding,Remote
USA0187,USAEmp187,Last187,usa187@company.com,United States,Austin,Senior Software Engineer,HR,USD,186370,186370.0,2018-06-27,7.6,Good,Remote
USA0188,USAEmp188,Last188,usa188@company.com,United States,Boston,Product Manager,Engineering,USD,110912,110912.0,2023-02-08,3.0,Satisfactory,Hybrid
USA0189,USAEmp189,Last189,usa189@company.com,United States,Seattle,Sales Manager,HR,USD,119087,119087.0,2018-07-14,7.5,Satisfactory,On-Site
USA0190,USAEmp190,Last190,usa190@company.com,United States,New York,Data Scientist,Marketing,USD,102100,102100.0,2018-07-03,7.6,Outstanding,On-Site
USA0191,USAEmp191,Last191,usa191@company.com,United States,New York,Engineering Manager,Finance,USD,182992,182992.0,2019-03-26,6.8,Outstanding,On-Site
USA0192,USAEmp192,Last192,usa192@company.com,United States,Austin,Product Manager,Engineering,USD,155945,155945.0,2022-09-07,3.4,Excellent,Remote
USA0193,USAEmp193,Last193,usa193@company.com,United States,San Francisco,Software Engineer,Engineering,USD,109946,109946.0,2020-07-19,5.5,Excellent,On-Site
USA0194,USAEmp194,Last194,usa194@company.com,United States,Seattle,Senior Software Engineer,Finance,USD,155470,155470.0,2020-12-25,5.1,Satisfactory,On-Site
USA0195,USAEmp195,Last195,usa195@company.com,United States,Austin,Sales Manager,Finance,USD,117618,117618.0,2024-05-04,1.7,Outstanding,Hybrid
USA0196,USAEmp196,Last196,usa196@company.com,United States,San Francisco,Engineering Manager,Finance,USD,193492,193492.0,2022-12-08,3.1,Good,Remote
USA0197,USAEmp197,Last197,usa197@company.com,United States,Seattle,Product Manager,Engineering,USD,139143,139143.0,2023-06-04,2.6,Good,On-Site
USA0198,USAEmp198,Last198,usa198@company.com,United States,Austin,Sales Manager,Sales,USD,93506,93506.0,2025-05-23,0.7,Excellent,Remote
USA0199,USAEmp199,Last199,usa199@company.com,United States,New York,Product Manager,Finance,USD,116007,116007.0,2018-08-22,7.4,Outstanding,Remote
USA0200,USAEmp200,Last200,usa200@company.com,United States,Boston,Data Scientist,Product,USD,110962,110962.0,2024-08-29,1.4,Outstanding,On-Site
USA0201,USAEmp201,Last201,usa201@company.com,United States,New York,Senior Software Engineer,Sales,USD,168429,168429.0,2023-08-26,2.4,Excellent,On-Site
USA0202,USAEmp202,Last202,usa202@company.com,United States,New York,Software Engineer,Product,USD,108171,108171.0,2016-06-11,9.6,Good,Remote
USA0203,USAEmp203,Last203,usa203@company.com,United States,San Francisco,Software Engineer,Product,USD,133323,133323.0,2016-05-10,9.7,Outstanding,Hybrid
USA0204,USAEmp204,Last204,usa204@company.com,United States,San Francisco,Senior Software Engineer,Product,USD,168591,168591.0,2022-06-10,3.6,Good,Remote
USA0205,USAEmp205,Last205,usa205@company.com,United States,Boston,Senior Software Engineer,Engineering,USD,178609,178609.0,2021-05-08,4.7,Outstanding,Hybrid
USA0206,USAEmp206,Last206,usa206@company.com,United States,Boston,Product Manager,Engineering,USD,133726,133726.0,2020-04-25,5.8,Satisfactory,On-Site
USA0207,USAEmp207,Last207,usa207@company.com,United States,Boston,Senior Software Engineer,Sales,USD,170311,170311.0,2025-08-02,0.5,Satisfactory,On-Site
USA0208,USAEmp208,Last208,usa208@company.com,United States,Austin,Software Engineer,Marketing,USD,93986,93986.0,2020-09-13,5.4,Outstanding,Hybrid
USA0209,USAEmp209,Last209,usa209@company.com,United States,San Francisco,Sales Manager,Sales,USD,99069,99069.0,2025-03-31,0.8,Excellent,Remote
USA0210,USAEmp210,Last210,usa210@company.com,United States,Boston,Senior Software Engineer,HR,USD,148023,148023.0,2019-01-26,7.0,Good,Hybrid
USA0211,USAEmp211,Last211,usa211@company.com,United States,Austin,Engineering Manager,HR,USD,209541,209541.0,2022-10-07,3.3,Satisfactory,Remote
USA0212,USAEmp212,Last212,usa212@company.com,United States,Boston,Sales Manager,Finance,USD,77498,77498.0,2016-07-04,9.6,Excellent,Hybrid
USA0213,USAEmp213,Last213,usa213@company.com,United States,Seattle,Product Manager,Marketing,USD,124974,124974.0,2021-06-07,4.6,Satisfactory,Hybrid
USA0214,USAEmp214,Last214,usa214@company.com,United States,Austin,Sales Manager,Sales,USD,76231,76231.0,2022-07-26,3.5,Good,Hybrid
USA0215,USAEmp215,Last215,usa215@company.com,United States,San Francisco,Senior Software Engineer,Engineering,USD,175011,175011.0,2020-10-02,5.3,Outstanding,Remote
USA0216,USAEmp216,Last216,usa216@company.com,United States,Seattle,Product Manager,Product,USD,116328,116328.0,2017-09-21,8.3,Outstanding,On-Site
USA0217,USAEmp217,Last217,usa217@company.com,United States,San Francisco,Engineering Manager,Marketing,USD,183207,183207.0,2018-07-23,7.5,Good,On-Site
USA0218,USAEmp218,Last218,usa218@company.com,United States,Seattle,Product Manager,HR,USD,157255,157255.0,2025-06-30,0.6,Good,Hybrid
USA0219,USAEmp219,Last219,usa219@company.com,United States,New York,Software Engineer,Product,USD,127874,127874.0,2020-05-19,5.7,Satisfactory,Remote
USA0220,USAEmp220,Last220,usa220@company.com,United States,Boston,Software Engineer,Sales,USD,112945,112945.0,2016-08-04,9.5,Outstanding,Hybrid
USA0221,USAEmp221,Last221,usa221@company.com,United States,Austin,Engineering Manager,HR,USD,169643,169643.0,2017-01-07,9.1,Outstanding,On-Site
USA0222,USAEmp222,Last222,usa222@company.com,United States,San Francisco,Sales Manager,Product,USD,115447,115447.0,2023-01-27,3.0,Good,On-Site
USA0223,USAEmp223,Last223,usa223@company.com,United States,San Francisco,Data Scientist,Product,USD,117270,117270.0,2022-02-19,3.9,Excellent,On-Site
USA0224,USAEmp224,Last224,usa224@company.com,United States,New York,Sales Manager,Finance,USD,96265,96265.0,2025-04-16,0.8,Outstanding,Remote
USA0225,USAEmp225,Last225,usa225@company.com,United States,Austin,Sales Manager,Marketing,USD,104765,104765.0,2023-08-29,2.4,Satisfactory,Hybrid
USA0226,USAEmp226,Last226,usa226@company.com,United States,Seattle,Senior Software Engineer,HR,USD,154251,154251.0,2022-07-30,3.5,Outstanding,Remote
USA0227,USAEmp227,Last227,usa227@company.com,United States,Boston,Senior Software Engineer,Engineering,USD,140316,140316.0,2017-08-11,8.5,Outstanding,Hybrid
USA0228,USAEmp228,Last228,usa228@company.com,United States,Austin,Product Manager,HR,USD,153380,153380.0,2021-04-26,4.8,Satisfactory,Hybrid
USA0229,USAEmp229,Last229,usa229@company.com,United States,Boston,Data Scientist,Engineering,USD,109127,109127.0,2017-08-09,8.5,Good,Hybrid
USA0230,USAEmp230,Last230,usa230@company.com,United States,Boston,Software Engineer,Marketing,USD,108562,108562.0,2018-06-20,7.6,Good,Remote
USA0231,USAEmp231,Last231,usa231@company.com,United States,San Francisco,Senior Software Engineer,Engineering,USD,155903,155903.0,2019-05-09,6.7,Excellent,Hybrid
USA0232,USAEmp232,Last232,usa232@company.com,United States,Seattle,Senior Software Engineer,Sales,USD,180289,180289.0,2024-07-13,1.5,Good,Remote
USA0233,USAEmp233,Last233,usa233@company.com,United States,Austin,Software Engineer,Product,USD,122596,122596.0,2017-09-11,8.4,Excellent,Hybrid
USA0234,USAEmp234,Last234,usa234@company.com,United States,Boston,Engineering Manager,Finance,USD,170161,170161.0,2020-06-17,5.6,Good,Remote
USA0235,USAEmp235,Last235,usa235@company.com,United States,Austin,Product Manager,Engineering,USD,158630,158630.0,2025-08-06,0.5,Satisfactory,Remote
USA0236,USAEmp236,Last236,usa236@company.com,United States,Boston,Data Scientist,Marketing,USD,132732,132732.0,2021-04-04,4.8,Satisfactory,Hybrid
USA0237,USAEmp237,Last237,usa237@company.com,United States,Seattle,Software Engineer,Product,USD,116544,116544.0,2025-11-02,0.2,Satisfactory,On-Site
USA0238,USAEmp238,Last238,usa238@company.com,United States,San Francisco,Data Scientist,Product,USD,100775,100775.0,2021-03-05,4.9,Satisfactory,On-Site
USA0239,USAEmp239,Last239,usa239@company.com,United States,Austin,Product Manager,Sales,USD,144338,144338.0,2025-03-10,0.9,Good,Remote
USA0240,USAEmp240,Last240,usa240@company.com,United States,Boston,Data Scientist,Finance,USD,106018,106018.0,2025-03-20,0.9,Outstanding,On-Site
USA0241,USAEmp241,Last241,usa241@company.com,United States,Seattle,Engineering Manager,Sales,USD,165415,165415.0,2017-05-14,8.7,Excellent,Remote
USA0242,USAEmp242,Last242,usa242@company.com,United States,New York,Software Engineer,Product,USD,99597,99597.0,2023-03-15,2.9,Excellent,On-Site
USA0243,USAEmp243,Last243,usa243@company.com,United States,Austin,Software Engineer,Marketing,USD,101609,101609.0,2017-05-28,8.7,Satisfactory,On-Site
USA0244,USAEmp244,Last244,usa244@company.com,United States,Seattle,Engineering Manager,Product,USD,182363,182363.0,2016-05-19,9.7,Satisfactory,Remote
USA0245,USAEmp245,Last245,usa245@company.com,United States,Seattle,Product Manager,Sales,USD,138980,138980.0,2018-12-28,7.1,Outstanding,Hybrid
USA0246,USAEmp246,Last246,usa246@company.com,United States,Austin,Engineering Manager,Marketing,USD,149724,149724.0,2022-08-04,3.5,Outstanding,Remote
USA0247,USAEmp247,Last247,usa247@company.com,United States,San Francisco,Data Scientist,HR,USD,113813,113813.0,2025-03-18,0.9,Satisfactory,Hybrid
USA0248,USAEmp248,Last248,usa248@company.com,United States,Boston,Engineering Manager,Finance,USD,145376,145376.0,2021-01-10,5.0,Excellent,Hybrid
USA0249,USAEmp249,Last249,usa249@company.com,United States,New York,Engineering Manager,Engineering,USD,202341,202341.0,2020-06-13,5.6,Satisfactory,Remote
USA0250,USAEmp250,Last250,usa250@company.com,United States,Boston,Data Scientist,Finance,USD,141813,141813.0,2025-02-15,0.9,Excellent,Remote
USA0251,USAEmp251,Last251,usa251@company.com,United States,Austin,Senior Software Engineer,HR,USD,176374,176374.0,2021-02-28,4.9,Excellent,Hybrid
USA0252,USAEmp252,Last252,usa252@company.com,United States,Austin,Data Scientist,Sales,USD,113539,113539.0,2021-09-23,4.3,Outstanding,On-Site
USA0253,USAEmp253,Last253,usa253@company.com,United States,Seattle,Sales Manager,Engineering,USD,91931,91931.0,2025-05-02,0.7,Satisfactory,Hybrid
USA0254,USAEmp254,Last254,usa254@company.com,United States,Boston,Data Scientist,Product,USD,142430,142430.0,2016-07-09,9.5,Good,Remote
USA0255,USAEmp255,Last255,usa255@company.com,United States,Seattle,Engineering Manager,Finance,USD,158537,158537.0,2022-02-24,3.9,Satisfactory,Remote
USA0256,USAEmp256,Last256,usa256@company.com,United States,Boston,Engineering Manager,Marketing,USD,151104,151104.0,2022-08-07,3.5,Good,Remote
USA0257,USAEmp257,Last257,usa257@company.com,United States,Boston,Sales Manager,Engineering,USD,116060,116060.0,2016-10-10,9.3,Satisfactory,On-Site
USA0258,USAEmp258,Last258,usa258@company.com,United States,Seattle,Data Scientist,Product,USD,96194,96194.0,2022-01-02,4.1,Excellent,Hybrid
USA0259,USAEmp259,Last259,usa259@company.com,United States,New York,Product Manager,Product,USD,122583,122583.0,2023-07-14,2.5,Outstanding,Hybrid
USA0260,USAEmp260,Last260,usa260@company.com,United States,Boston,Software Engineer,Finance,USD,123271,123271.0,2017-06-05,8.6,Outstanding,On-Site
USA0261,USAEmp261,Last261,usa261@company.com,United States,Boston,Data Scientist,Marketing,USD,135503,135503.0,2024-08-08,1.5,Excellent,Remote
USA0262,USAEmp262,Last262,usa262@company.com,United States,Boston,Senior Software Engineer,Product,USD,184483,184483.0,2018-04-21,7.8,Satisfactory,Remote
USA0263,USAEmp263,Last263,usa263@company.com,United States,New York,Product Manager,Marketing,USD,133874,133874.0,2018-06-27,7.6,Good,On-Site
USA0264,USAEmp264,Last264,usa264@company.com,United States,New York,Product Manager,Sales,USD,125335,125335.0,2020-01-31,6.0,Satisfactory,Remote
USA0265,USAEmp265,Last265,usa265@company.com,United States,Austin,Data Scientist,Marketing,USD,139453,139453.0,2019-09-04,6.4,Good,Hybrid
USA0266,USAEmp266,Last266,usa266@company.com,United States,New York,Engineering Manager,Product,USD,209135,209135.0,2021-05-18,4.7,Excellent,Hybrid
USA0267,USAEmp267,Last267,usa267@company.com,United States,Seattle,Software Engineer,HR,USD,132020,132020.0,2020-09-06,5.4,Outstanding,On-Site
USA0268,USAEmp268,Last268,usa268@company.com,United States,San Francisco,Engineering Manager,Product,USD,156341,156341.0,2022-11-16,3.2,Good,Hybrid
USA0269,USAEmp269,Last269,usa269@company.com,United States,Austin,Engineering Manager,Engineering,USD,159313,159313.0,2016-10-02,9.3,Excellent,Hybrid
USA0270,USAEmp270,Last270,usa270@company.com,United States,San Francisco,Data Scientist,Marketing,USD,96747,96747.0,2021-06-02,4.7,Good,Remote
USA0271,USAEmp271,Last271,usa271@company.com,United States,New York,Product Manager,Engineering,USD,115348,115348.0,2021-11-13,4.2,Good,Remote
USA0272,USAEmp272,Last272,usa272@company.com,United States,New York,Sales Manager,Product,USD,112595,112595.0,2022-04-24,3.8,Outstanding,Hybrid
USA0273,USAEmp273,Last273,usa273@company.com,United States,New York,Product Manager,Finance,USD,155617,155617.0,2016-10-01,9.3,Satisfactory,Hybrid
USA0274,USAEmp274,Last274,usa274@company.com,United States,San Francisco,Engineering Manager,Sales,USD,140688,140688.0,2025-03-08,0.9,Excellent,Remote
USA0275,USAEmp275,Last275,usa275@company.com,United States,San Francisco,Engineering Manager,Sales,USD,209176,209176.0,2021-04-29,4.7,Excellent,Hybrid
USA0276,USAEmp276,Last276,usa276@company.com,United States,Austin,Software Engineer,Finance,USD,93129,93129.0,2023-05-26,2.7,Satisfactory,Remote
USA0277,USAEmp277,Last277,usa277@company.com,United States,Boston,Software Engineer,Engineering,USD,122756,122756.0,2019-05-19,6.7,Excellent,On-Site
USA0278,USAEmp278,Last278,usa278@company.com,United States,San Francisco,Senior Software Engineer,HR,USD,149088,149088.0,2021-04-04,4.8,Good,Remote
USA0279,USAEmp279,Last279,usa279@company.com,United States,San Francisco,Engineering Manager,HR,USD,194600,194600.0,2023-12-21,2.1,Good,Remote
USA0280,USAEmp280,Last280,usa280@company.com,United States,Boston,Engineering Manager,HR,USD,206496,206496.0,2017-04-02,8.8,Outstanding,Hybrid
USA0281,USAEmp281,Last281,usa281@company.com,United States,Austin,Product Manager,Sales,USD,112853,112853.0,2018-12-11,7.1,Good,On-Site
USA0282,USAEmp282,Last282,usa282@company.com,United States,San Francisco,Software Engineer,Sales,USD,113402,113402.0,2017-03-25,8.8,Excellent,On-Site
USA0283,USAEmp283,Last283,usa283@company.com,United States,Boston,Sales Manager,Finance,USD,111173,111173.0,2024-11-28,1.2,Good,Remote
USA0284,USAEmp284,Last284,usa284@company.com,United States,Seattle,Software Engineer,Finance,USD,113088,113088.0,2019-12-13,6.1,Excellent,On-Site
USA0285,USAEmp285,Last285,usa285@company.com,United States,New York,Product Manager,Product,USD,155573,155573.0,2020-09-14,5.4,Outstanding,On-Site
USA0286,USAEmp286,Last286,usa286@company.com,United States,New York,Product Manager,Engineering,USD,112423,112423.0,2022-10-13,3.3,Excellent,Remote
USA0287,USAEmp287,Last287,usa287@company.com,United States,Austin,Data Scientist,HR,USD,115321,115321.0,2020-04-16,5.8,Satisfactory,Hybrid
USA0288,USAEmp288,Last288,usa288@company.com,United States,New York,Software Engineer,Sales,USD,139367,139367.0,2018-10-26,7.3,Good,Remote
USA0289,USAEmp289,Last289,usa289@company.com,United States,San Francisco,Sales Manager,Sales,USD,91753,91753.0,2023-01-03,3.1,Satisfactory,Hybrid
USA0290,USAEmp290,Last290,usa290@company.com,United States,Seattle,Sales Manager,Product,USD,98818,98818.0,2021-09-26,4.3,Satisfactory,On-Site
USA0291,USAEmp291,Last291,usa291@company.com,United States,Boston,Product Manager,Sales,USD,134074,134074.0,2017-02-17,8.9,Outstanding,On-Site
USA0292,USAEmp292,Last292,usa292@company.com,United States,Boston,Product Manager,Product,USD,115172,115172.0,2021-03-30,4.8,Good,Hybrid
USA0293,USAEmp293,Last293,usa293@company.com,United States,Seattle,Software Engineer,Sales,USD,95247,95247.0,2022-05-24,3.7,Satisfactory,On-Site
USA0294,USAEmp294,Last294,usa294@company.com,United States,Austin,Sales Manager,Sales,USD,97925,97925.0,2024-03-15,1.9,Satisfactory,Remote
USA0295,USAEmp295,Last295,usa295@company.com,United States,Austin,Sales Manager,Sales,USD,93105,93105.0,2019-03-06,6.9,Outstanding,Remote
USA0296,USAEmp296,Last296,usa296@company.com,United States,Seattle,Sales Manager,HR,USD,111780,111780.0,2021-07-08,4.6,Excellent,Remote
USA0297,USAEmp297,Last297,usa297@company.com,United States,Austin,Senior Software Engineer,Engineering,USD,185618,185618.0,2019-04-05,6.8,Excellent,Remote
USA0298,USAEmp298,Last298,usa298@company.com,United States,Seattle,Senior Software Engineer,Sales,USD,181020,181020.0,2018-11-02,7.2,Satisfactory,On-Site
USA0299,USAEmp299,Last299,usa299@company.com,United States,Austin,Software Engineer,Sales,USD,129655,129655.0,2024-05-08,1.7,Good,Hybrid
USA0300,USAEmp300,Last300,usa300@company.com,United States,Boston,Software Engineer,Sales,USD,127612,127612.0,2024-07-12,1.5,Satisfactory,Hybrid
USA0301,USAEmp301,Last301,usa301@company.com,United States,San Francisco,Sales Manager,Engineering,USD,88264,88264.0,2023-04-10,2.8,Excellent,Hybrid
USA0302,USAEmp302,Last302,usa302@company.com,United States,San Francisco,Engineering Manager,Sales,USD,190723,190723.0,2019-10-10,6.3,Good,On-Site
USA0303,USAEmp303,Last303,usa303@company.com,United States,Seattle,Product Manager,Finance,USD,124062,124062.0,2019-03-18,6.9,Satisfactory,Remote
USA0304,USAEmp304,Last304,usa304@company.com,United States,San Francisco,Software Engineer,Marketing,USD,98895,98895.0,2016-07-04,9.6,Excellent,On-Site
USA0305,USAEmp305,Last305,usa305@company.com,United States,Seattle,Product Manager,Finance,USD,115753,115753.0,2016-12-25,9.1,Good,On-Site
USA0306,USAEmp306,Last306,usa306@company.com,United States,Seattle,Software Engineer,Sales,USD,126044,126044.0,2019-12-29,6.1,Excellent,On-Site
USA0307,USAEmp307,Last307,usa307@company.com,United States,New York,Sales Manager,Sales,USD,115889,115889.0,2018-12-02,7.2,Excellent,Remote
USA0308,USAEmp308,Last308,usa308@company.com,United States,New York,Senior Software Engineer,Marketing,USD,181908,181908.0,2024-07-07,1.6,Outstanding,Hybrid
